rank,id,asset_id,attributes/0/traitType,attributes/0/value,attributes/0/percentage,attributes/1/traitType,attributes/1/value,attributes/1/percentage,attributes/2/traitType,attributes/2/value,attributes/2/percentage,attributes/3/traitType,attributes/3/value,attributes/3/percentage,attributes/4/traitType,attributes/4/value,attributes/4/percentage,attributes/5/traitType,attributes/5/value,attributes/5/percentage,attributes/6/traitType,attributes/6/value,attributes/6/percentage,attributes/7/traitType,attributes/7/value,attributes/7/percentage,attributes/8/traitType,attributes/8/value,attributes/8/percentage,score,attributes/9/traitType,attributes/9/value,attributes/9/percentage
5818,443,932e767872dbefeb39be2033b74f34dc,Attack,11,26.75,Blade,Twin Ultima,2.79,Category,Bladed,50.00,Color Scheme,Luminescent,3.61,Defense,8,22.62,Energy Type,Helios,19.63,Handle,Tusk,4.52,Pomel,Orical,7.42,Weapon Type,Sword,16.20,120.57037494369129,,,
4796,444,dfb5e29e46d8c373f20fe32d40960af3,Attack,11,26.75,Barrel,Ironside - Sidearm,4.39,Cartridge,Hexdrum,9.66,Category,Firearm,50.00,Color Scheme,Scratched White Paint,5.66,Defense,7,7.57,Energy Type,HyperLight,20.07,Grip,Columnar,2.01,Weapon Type,Sidearm,16.94,130.38420460282143,,,
7003,445,2f238178ba50000e4e6eeafbcb4c6621,Attack,10,28.78,Blade,Twin Ultima,2.79,Category,Bladed,50.00,Color Scheme,Midnight Blue,6.35,Defense,8,22.62,Energy Type,Helios,19.63,Handle,Bolstered,3.60,Pomel,Link,9.40,Weapon Type,Sword,16.20,111.16898571714346,,,
3903,446,9663317aa5556de617a51ae3e2c61fb5,Attack,8,2.94,Blade,Straight Edge,3.31,Category,Bladed,50.00,Color Scheme,Carbon Fiber,5.28,Defense,8,22.62,Energy Type,HyperLight,20.07,Handle,Bolstered,3.60,Pomel,Goldberg,9.00,Weapon Type,Sword,16.20,139.629635665375,,,
8115,447,e06763956d0c1a5972f6650b6167a1e8,Attack,10,28.78,Blade,Vulture,3.15,Category,Bladed,50.00,Color Scheme,Sandstorm,5.70,Defense,8,22.62,Energy Type,Helios - Charged,10.13,Handle,Charged,5.52,Pomel,Goldberg,9.00,Weapon Type,Knife,20.23,103.22726823241683,,,
6626,448,5f75067f597f37e4dc2bbe5f399f9fbf,Attack,9,14.61,Barrel,Warhawk - SMG,4.30,Cartridge,Mono Chamber,20.10,Category,Firearm,50.00,Color Scheme,Striped,5.23,Defense,9,30.42,Energy Type,AntiMatter,13.39,Grip,Serrated,4.85,Stock,Fixed Hollow,5.03,113.7759781617379,Weapon Type,SMG,15.81
1272,449,57918b18ee277e65623ea351b9c4552a,Attack,13,7.36,Barrel,Scorpion,1.52,Cartridge,Reactor,5.05,Category,Firearm,50.00,Color Scheme,Damascus,2.92,Defense,10,22.66,Energy Type,AntiMatter,13.39,Grip,Sheared,6.10,Stock,Marksman,3.64,200.96659769765674,Weapon Type,Rifle,10.21
4358,450,03f4b113efaa67b03a359cbaa4dcc1a3,Attack,12,16.48,Barrel,Ironside - Blaster,1.76,Cartridge,Mono Chamber,20.10,Category,Firearm,50.00,Color Scheme,Rusty,5.91,Defense,9,30.42,Energy Type,Helios - Charged,10.13,Grip,Serrated,4.85,Weapon Type,Blaster,7.04,134.76382258174522,,,
4689,451,9308af267c328d5e6be33f54eb675cb3,Attack,10,28.78,Barrel,Front Line,2.13,Cartridge,Reinforced,15.15,Category,Firearm,50.00,Color Scheme,Scratched Black Paint,6.06,Defense,10,22.66,Energy Type,HyperLight,20.07,Grip,Widow,7.87,Stock,Shock Absorber,3.64,131.4250443706253,Weapon Type,SMG,15.81
3070,452,3e4d32628d16d9f2419cf9aa50e549ce,Attack,9,14.61,Barrel,Warhawk - SMG,4.30,Cartridge,Reinforced,15.15,Category,Firearm,50.00,Color Scheme,Circuit Board,1.75,Defense,9,30.42,Energy Type,Helios,19.63,Grip,Widow,7.87,Stock,Marksman,3.64,150.72963108156063,Weapon Type,SMG,15.81
7347,453,fb883e135e62dc26952c03ad67a4b010,Attack,9,14.61,Barrel,Brute - SMG,3.74,Cartridge,Mono Chamber,20.10,Category,Firearm,50.00,Color Scheme,Army Green,5.81,Defense,9,30.42,Energy Type,HyperLight,20.07,Grip,Sheared,6.10,Stock,Fixed Hollow,5.03,108.63856425321478,Weapon Type,SMG,15.81
4998,454,8ab5077ac8494c7acf30eabb3e907c07,Attack,11,26.75,Blade,Cyber Edge,1.85,Category,Bladed,50.00,Color Scheme,Carbon Fiber,5.28,Defense,7,7.57,Energy Type,Helios,19.63,Handle,Conical,7.86,Pomel,Goldberg,9.00,Weapon Type,Axe,13.57,128.23900306451287,,,
8675,455,23fbd86edee55f6fc616a5f9dee86f31,Attack,11,26.75,Blade,The Butcher,2.76,Category,Bladed,50.00,Color Scheme,Tech Panels,5.19,Defense,8,22.62,Energy Type,Helios,19.63,Handle,Encased,7.95,Pomel,Goldberg,9.00,Weapon Type,Knife,20.23,99.38601574107616,,,
6740,456,f37dfe662383b64cdd2b93fdc1e039a0,Attack,9,14.61,Barrel,Warhawk - SMG,4.30,Cartridge,Mono Chamber,20.10,Category,Firearm,50.00,Color Scheme,Rubber,4.31,Defense,9,30.42,Energy Type,AntiMatter,13.39,Grip,Hollow Glow,8.05,Stock,Compact,4.30,113.03627721435564,Weapon Type,SMG,15.81
3336,457,f583df68ba2cef6121cb1816770797a7,Attack,12,16.48,Barrel,Ironside - Rifle,2.31,Cartridge,Hexdrum,9.66,Category,Firearm,50.00,Color Scheme,Midnight Blue,6.35,Defense,7,7.57,Energy Type,HyperLight - Focused,15.74,Grip,Hollow Glow,8.05,Stock,Marksman,3.64,146.7104896232412,Weapon Type,Rifle,10.21
8831,458,a378e1cf5bee58506b90ba1c5fc2a67c,Attack,10,28.78,Blade,Battle Axe,2.96,Category,Bladed,50.00,Color Scheme,Ivory,6.16,Defense,8,22.62,Energy Type,HyperLight,20.07,Handle,Caged,7.89,Pomel,Orical,7.42,Weapon Type,Axe,13.57,98.41616964280736,,,
6414,459,deb53d5813c8f45d6b4aac618d308bba,Attack,12,16.48,Blade,The Butcher,2.76,Category,Bladed,50.00,Color Scheme,Dark Camo,5.21,Defense,10,22.66,Energy Type,Valorite,10.09,Handle,Tusk,4.52,Pomel,Link,9.40,Weapon Type,Knife,20.23,115.52291403871648,,,
2782,460,3ef73b64168900b9a30308dbfd753d14,Attack,11,26.75,Blade,Cyber Edge,1.85,Category,Bladed,50.00,Color Scheme,Gold Plated,2.22,Defense,7,7.57,Energy Type,HyperLight - Focused,15.74,Handle,Encased,7.95,Pomel,Goldberg,9.00,Weapon Type,Axe,13.57,155.4596208595709,,,
2960,461,e1d427165209c79e1bb285f5215315ea,Attack,11,26.75,Blade,Guillotine,1.58,Category,Bladed,50.00,Color Scheme,Light Camo,5.36,Defense,10,22.66,Energy Type,HyperLight,20.07,Handle,Conical,7.86,Pomel,Omni,2.85,Weapon Type,Axe,13.57,152.26135948352027,,,
9251,462,80610cd08ea5958ee517def55c0a954d,Attack,9,14.61,Blade,Straight Edge,3.31,Category,Bladed,50.00,Color Scheme,Scratched White Paint,5.66,Defense,8,22.62,Energy Type,Helios,19.63,Handle,Ladder Grip,8.14,Pomel,Goldberg,9.00,Weapon Type,Sword,16.20,95.80802475030399,,,
5712,463,34b172fdb38f7f4d00b487ccf7dd37a2,Attack,10,28.78,Barrel,Ironside - SMG,3.94,Cartridge,Mono Chamber,20.10,Category,Firearm,50.00,Color Scheme,Tech Lines,3.96,Defense,8,22.62,Energy Type,Helios,19.63,Grip,Recurved,4.07,Stock,Fixed Hollow,5.03,121.37395641373962,Weapon Type,SMG,15.81
5512,464,a9aecc59d6bca50503931110986ec04a,Attack,8,2.94,Blade,Breaker,3.11,Category,Bladed,50.00,Color Scheme,Scratched White Paint,5.66,Defense,9,30.42,Energy Type,HyperLight,20.07,Handle,Ladder Grip,8.14,Pomel,Link,9.40,Weapon Type,Sword,16.20,123.20181248067485,,,
1874,465,3ab655c3618b1f6f2d99dacd5d622829,Attack,11,26.75,Barrel,Brute - Rifle,2.10,Cartridge,Reinforced,15.15,Category,Firearm,50.00,Color Scheme,Scratched Black Paint,6.06,Defense,9,30.42,Energy Type,Helios,19.63,Grip,Sheared,6.10,Stock,Torus,1.50,177.69565867596475,Weapon Type,Rifle,10.21
2370,466,967c813579a933ecb41798def584f683,Attack,12,16.48,Barrel,Mantis,1.32,Cartridge,Mono Chamber,20.10,Category,Firearm,50.00,Color Scheme,Silver Panels,3.76,Defense,9,30.42,Energy Type,HyperLight - Focused,15.74,Grip,Recurved,4.07,Weapon Type,Blaster,7.04,163.81152713825128,,,
7311,467,a40224a270c7387fcab455cb042e0018,Attack,12,16.48,Blade,Battle Axe,2.96,Category,Bladed,50.00,Color Scheme,Dark Camo,5.21,Defense,10,22.66,Energy Type,Valorite,10.09,Handle,Conical,7.86,Pomel,Orical,7.42,Weapon Type,Axe,13.57,108.93840037157105,,,
2135,468,e7b9feeb138a1e763e176eb5989771db,Attack,11,26.75,Blade,Barbarian,1.98,Category,Bladed,50.00,Color Scheme,Circuit Board,1.75,Defense,10,22.66,Energy Type,HyperLight - Focused,15.74,Handle,Encased,7.95,Pomel,Beacon,3.71,Weapon Type,Sword,16.20,169.8581619788328,,,
3145,469,1cdc7fcf892a18e4cf7e991f9ac9c81b,Attack,9,14.61,Barrel,Warhawk - SMG,4.30,Cartridge,Mono Chamber,20.10,Category,Firearm,50.00,Color Scheme,Ivory,6.16,Defense,9,30.42,Energy Type,AntiMatter,13.39,Grip,Hollow Glow,8.05,Stock,Torus,1.50,149.47904001280827,Weapon Type,SMG,15.81
1559,470,af04954c50646c273cd370b74504978c,Attack,11,26.75,Barrel,Ironside - SMG,3.94,Cartridge,Reinforced,15.15,Category,Firearm,50.00,Color Scheme,Ivory,6.16,Defense,10,22.66,Energy Type,AntiMatter,13.39,Grip,Columnar,2.01,Stock,Torus,1.50,188.57779841481312,Weapon Type,SMG,15.81
3677,471,f655619eeab29c63d3901ae8895f7964,Attack,10,28.78,Blade,Twin Ultima,2.79,Category,Bladed,50.00,Color Scheme,Tech Lines,3.96,Defense,9,30.42,Energy Type,HyperLight - Focused,15.74,Handle,Helix,2.05,Pomel,Goldberg,9.00,Weapon Type,Sword,16.20,142.27444387690159,,,
717,472,3da0955fa93f6bdbf4ca305914baf8ad,Attack,12,16.48,Blade,Poseidon,0.72,Category,Bladed,50.00,Color Scheme,Carbon Fiber,5.28,Defense,10,22.66,Energy Type,HyperLight - Focused,15.74,Handle,Helix,2.05,Pomel,Goldberg,9.00,Weapon Type,Knife,20.23,241.4972994593692,,,
8928,473,fb61e290a6825c70607a52a29e3a63a3,Attack,11,26.75,Barrel,Phaser,2.95,Cartridge,Mono Chamber,20.10,Category,Firearm,50.00,Color Scheme,Army Green,5.81,Defense,8,22.62,Energy Type,Helios,19.63,Grip,Serrated,4.85,Weapon Type,Sidearm,16.94,97.86030559562846,,,
3913,474,d7cc7c903ea58b077ab01574b61e52df,Attack,12,16.48,Barrel,Ironside - Rifle,2.31,Cartridge,Reinforced,15.15,Category,Firearm,50.00,Color Scheme,Sandstorm,5.70,Defense,10,22.66,Energy Type,Valorite,10.09,Grip,Hollow Glow,8.05,Stock,Shock Absorber,3.64,139.51559662651957,Weapon Type,Rifle,10.21
4471,475,4fb422ce6a0101615d1f451f5fad321d,Attack,8,2.94,Barrel,Warhawk - SMG,4.30,Cartridge,Reinforced,15.15,Category,Firearm,50.00,Color Scheme,Carbon Fiber,5.28,Defense,9,30.42,Energy Type,HyperLight,20.07,Grip,Carved,6.94,Stock,Fixed Hollow,5.03,133.6943937142769,Weapon Type,SMG,15.81
3611,476,999dcd6cb735455d43e9b2eeb02e1e5c,Attack,10,28.78,Blade,Hatchet,3.25,Category,Bladed,50.00,Color Scheme,Silver Panels,3.76,Defense,7,7.57,Energy Type,HyperLight,20.07,Handle,Bolstered,3.60,Pomel,Beacon,3.71,Weapon Type,Axe,13.57,143.13336371278658,,,
9806,477,19d5504cb99e8ae958d9cb7efd9f9011,Attack,10,28.78,Barrel,Ironside - Sidearm,4.39,Cartridge,Reinforced,15.15,Category,Firearm,50.00,Color Scheme,Hex Tile,3.90,Defense,8,22.62,Energy Type,Helios,19.63,Grip,Hollow Glow,8.05,Weapon Type,Sidearm,16.94,88.33602211501059,,,
7587,478,874c322dede8f439412a6779f6055ecf,Attack,9,14.61,Blade,Ripper,3.22,Category,Bladed,50.00,Color Scheme,Silver Panels,3.76,Defense,8,22.62,Energy Type,HyperLight,20.07,Handle,Encased,7.95,Pomel,Orical,7.42,Weapon Type,Knife,20.23,106.89855882907342,,,
161,479,be0699525aa0b6f26bb2d7f972b86525,Attack,14,2.42,Barrel,Hyper Rail,0.44,Cartridge,Hexdrum,9.66,Category,Firearm,50.00,Color Scheme,Hex Tile,3.90,Defense,11,11.74,Energy Type,AntiMatter,13.39,Grip,Sheared,6.10,Weapon Type,Blaster,7.04,353.1721693738705,,,
3876,480,aaa93f164fa95202042fc65499e5a9c7,Attack,9,14.61,Barrel,Warhawk - SMG,4.30,Cartridge,Mono Chamber,20.10,Category,Firearm,50.00,Color Scheme,Carbon Fiber,5.28,Defense,8,22.62,Energy Type,Helios,19.63,Grip,Carved,6.94,Stock,Scythe,1.86,140.02784268516294,Weapon Type,SMG,15.81
6691,481,1aaa5663200e00d2d515cf437de71366,Attack,9,14.61,Blade,Breaker,3.11,Category,Bladed,50.00,Color Scheme,Rusty,5.91,Defense,10,22.66,Energy Type,Helios,19.63,Handle,Bolstered,3.60,Pomel,Icosa,8.33,Weapon Type,Sword,16.20,113.38216695215706,,,
2189,482,d3d835551491cec72f807a55facaef99,Attack,11,26.75,Blade,Cyber Edge,1.85,Category,Bladed,50.00,Color Scheme,Ivory,6.16,Defense,8,22.62,Energy Type,HyperLight,20.07,Handle,Helix,2.05,Pomel,Beacon,3.71,Weapon Type,Axe,13.57,168.53342803103993,,,
2274,483,ca06c70400eaf0d61024ab69349cb5ba,Attack,12,16.48,Barrel,Warhawk - Rifle,2.58,Cartridge,Hexdrum,9.66,Category,Firearm,50.00,Color Scheme,Damascus,2.92,Defense,9,30.42,Energy Type,AntiMatter - Dark,5.73,Grip,Recurved,4.07,Stock,Circut,5.08,166.21489449903473,Weapon Type,Rifle,10.21
7221,484,39d779133b0503dd8a297ec2ecd9b305,Attack,11,26.75,Blade,Rose Thorn,3.05,Category,Bladed,50.00,Color Scheme,Rubber,4.31,Defense,11,11.74,Energy Type,Valorite,10.09,Handle,Encased,7.95,Pomel,Icosa,8.33,Weapon Type,Knife,20.23,109.68232149536243,,,
5003,485,458d4b64b9cd7bf9b264262296a9f6c6,Attack,11,26.75,Blade,Straight Edge,3.31,Category,Bladed,50.00,Color Scheme,Rusty,5.91,Defense,10,22.66,Energy Type,Valorite,10.09,Handle,Bolstered,3.60,Pomel,Beacon,3.71,Weapon Type,Sword,16.20,128.09893251485212,,,
7612,486,2d0a32fb91300b3e9040926b8e273495,Attack,11,26.75,Barrel,Ironside - SMG,3.94,Cartridge,Hexdrum,9.66,Category,Firearm,50.00,Color Scheme,Midnight Blue,6.35,Defense,8,22.62,Energy Type,HyperLight - Focused,15.74,Grip,Widow,7.87,Stock,Circut,5.08,106.70976379345794,Weapon Type,SMG,15.81
5711,487,4bec632d4f8a4e8e2f0bf2bd5cdf2107,Attack,11,26.75,Blade,Cyber Edge,1.85,Category,Bladed,50.00,Color Scheme,Ivory,6.16,Defense,8,22.62,Energy Type,Helios - Charged,10.13,Handle,Encased,7.95,Pomel,Goldberg,9.00,Weapon Type,Axe,13.57,121.37759706747214,,,
5637,488,016d3cd086311ac44f3e0d9cf1a9a93a,Attack,9,14.61,Blade,Breaker,3.11,Category,Bladed,50.00,Color Scheme,Damascus,2.92,Defense,11,11.74,Energy Type,AntiMatter,13.39,Handle,Conical,7.86,Pomel,Icosa,8.33,Weapon Type,Sword,16.20,122.1319783430111,,,
993,489,a7e5898a12a8ccaa1ef180c83c919635,Attack,13,7.36,Blade,Poseidon,0.72,Category,Bladed,50.00,Color Scheme,Light Camo,5.36,Defense,11,11.74,Energy Type,Valorite,10.09,Handle,Caged,7.89,Pomel,Link,9.40,Weapon Type,Knife,20.23,219.81697500127316,,,
8965,490,69e6c51103498e451b3f8e4bb2d7a415,Attack,11,26.75,Blade,Rose Thorn,3.05,Category,Bladed,50.00,Color Scheme,Army Green,5.81,Defense,9,30.42,Energy Type,AntiMatter,13.39,Handle,Conical,7.86,Pomel,Orical,7.42,Weapon Type,Knife,20.23,97.63536682796662,,,
2284,491,385a59bbe230cba1a01554c5b2367b79,Attack,13,7.36,Barrel,Scorpion,1.52,Cartridge,Mono Chamber,20.10,Category,Firearm,50.00,Color Scheme,Midnight Blue,6.35,Defense,10,22.66,Energy Type,AntiMatter - Dark,5.73,Grip,Hollow Glow,8.05,Stock,Circut,5.08,165.8663746397497,Weapon Type,Rifle,10.21
7338,492,4c803d769e01fae3031bdc1c98992a71,Attack,11,26.75,Barrel,Ironside - SMG,3.94,Cartridge,Hexdrum,9.66,Category,Firearm,50.00,Color Scheme,Tech Panels,5.19,Defense,8,22.62,Energy Type,Helios,19.63,Grip,Hollow Glow,8.05,Stock,Circut,5.08,108.6864383292792,Weapon Type,SMG,15.81
7272,493,b2c7a1879148f32f470d36dcb53003f3,Attack,10,28.78,Barrel,Brute - SMG,3.74,Cartridge,Mono Chamber,20.10,Category,Firearm,50.00,Color Scheme,Ivory,6.16,Defense,10,22.66,Energy Type,AntiMatter,13.39,Grip,Carved,6.94,Stock,Compact,4.30,109.29296279549898,Weapon Type,SMG,15.81
6751,494,0e0b9093179f6fcdd3ade46a34b969d5,Attack,9,14.61,Barrel,Warhawk - SMG,4.30,Cartridge,Mono Chamber,20.10,Category,Firearm,50.00,Color Scheme,Rusty,5.91,Defense,8,22.62,Energy Type,HyperLight - Focused,15.74,Grip,Carved,6.94,Stock,Shock Absorber,3.64,112.97700577898534,Weapon Type,SMG,15.81
1120,495,ad2353d27b2f219da99c69a82e1ad49a,Attack,11,26.75,Barrel,Trinity,1.19,Cartridge,Mono Chamber,20.10,Category,Firearm,50.00,Color Scheme,Luminescent,3.61,Defense,9,30.42,Energy Type,HyperLight,20.07,Grip,Sheared,6.10,Stock,Scythe,1.86,210.66896139939394,Weapon Type,Rifle,10.21
9751,496,f105ec78cec71d504b236f302d5aff48,Attack,9,14.61,Barrel,Warhawk - Sidearm,4.45,Cartridge,Mono Chamber,20.10,Category,Firearm,50.00,Color Scheme,Rusty,5.91,Defense,7,7.57,Energy Type,Helios,19.63,Grip,Hollow Glow,8.05,Weapon Type,Sidearm,16.94,89.84196633634006,,,
7746,497,b780b93d233a789d22b03e9a0e82d6fe,Attack,10,28.78,Barrel,Brute - SMG,3.74,Cartridge,Hexdrum,9.66,Category,Firearm,50.00,Color Scheme,Ivory,6.16,Defense,9,30.42,Energy Type,HyperLight,20.07,Grip,Hollow Glow,8.05,Stock,Fixed Hollow,5.03,105.69639484485964,Weapon Type,SMG,15.81
5030,498,292bc2b3a994cb6fe75735fa752a1e35,Attack,12,16.48,Barrel,Warhawk - Blaster,2.20,Cartridge,Reinforced,15.15,Category,Firearm,50.00,Color Scheme,Light Camo,5.36,Defense,11,11.74,Energy Type,Valorite,10.09,Grip,Sheared,6.10,Weapon Type,Blaster,7.04,127.80656151991624,,,
8847,499,cfe26b13a44a4ba887986dea7cc9685e,Attack,11,26.75,Blade,The Butcher,2.76,Category,Bladed,50.00,Color Scheme,Army Green,5.81,Defense,9,30.42,Energy Type,HyperLight - Focused,15.74,Handle,Encased,7.95,Pomel,Icosa,8.33,Weapon Type,Knife,20.23,98.34902891081933,,,
3506,500,db0366fde9e3399a1264ee555c0b6d38,Attack,10,28.78,Blade,Twin Ultima,2.79,Category,Bladed,50.00,Color Scheme,Hex Tile,3.90,Defense,9,30.42,Energy Type,HyperLight,20.07,Handle,Encased,7.95,Pomel,Gyroscope,1.98,Weapon Type,Sword,16.20,144.4843330905595,,,
2180,501,667c20124998bd4be93ff63ea9722f4d,Attack,10,28.78,Barrel,Ironside - SMG,3.94,Cartridge,Mono Chamber,20.10,Category,Firearm,50.00,Color Scheme,Wooden/Traditional,1.39,Defense,8,22.62,Energy Type,HyperLight - Focused,15.74,Grip,Sheared,6.10,Stock,Shock Absorber,3.64,168.73810367170637,Weapon Type,SMG,15.81
642,502,af6267915ab7318ec940813910c52c01,Attack,12,16.48,Barrel,Scorpion,1.52,Cartridge,Mono Chamber,20.10,Category,Firearm,50.00,Color Scheme,Carbon Fiber,5.28,Defense,9,30.42,Energy Type,AntiMatter,13.39,Grip,Recurved,4.07,Stock,Phantom,0.95,248.15502580139594,Weapon Type,Rifle,10.21
4716,503,95efb5477b35f528def924d34db6bba3,Attack,11,26.75,Barrel,Brute - SMG,3.74,Cartridge,Reactor,5.05,Category,Firearm,50.00,Color Scheme,Sandstorm,5.70,Defense,10,22.66,Energy Type,HyperLight - Focused,15.74,Grip,Recurved,4.07,Stock,Circut,5.08,131.16860296609843,Weapon Type,SMG,15.81
6060,504,40b4c4e88376c0b33d4e39dcc36e3553,Attack,11,26.75,Barrel,Ironside - SMG,3.94,Cartridge,Reactor,5.05,Category,Firearm,50.00,Color Scheme,Sandstorm,5.70,Defense,9,30.42,Energy Type,HyperLight - Focused,15.74,Grip,Carved,6.94,Stock,Circut,5.08,118.52479135767997,Weapon Type,SMG,15.81
2796,505,5bfdaea888facb2ad8bbf9c9c96901bc,Attack,11,26.75,Blade,Cyber Edge,1.85,Category,Bladed,50.00,Color Scheme,Gold Plated,2.22,Defense,7,7.57,Energy Type,HyperLight - Focused,15.74,Handle,Ladder Grip,8.14,Pomel,Goldberg,9.00,Weapon Type,Axe,13.57,155.1660167923819,,,
4774,506,2bdfc0a0ebf36ae93d105a3cc2fc9a66,Attack,11,26.75,Blade,Rose Thorn,3.05,Category,Bladed,50.00,Color Scheme,Scratched Black Paint,6.06,Defense,9,30.42,Energy Type,Helios,19.63,Handle,Helix,2.05,Pomel,Orical,7.42,Weapon Type,Knife,20.23,130.60913813813187,,,
2424,507,1e036e2265fdc5490b78a8ac7f374e05,Attack,9,14.61,Barrel,Brute - Sidearm,3.22,Cartridge,Reinforced,15.15,Category,Firearm,50.00,Color Scheme,Frosted Crystal,1.17,Defense,9,30.42,Energy Type,HyperLight,20.07,Grip,Sheared,6.10,Weapon Type,Sidearm,16.94,162.53777548535206,,,
604,508,5cfc726e3ad3b2e3f47861c743b1963b,Attack,10,28.78,Barrel,Warhawk - Rifle,2.58,Cartridge,Mono Chamber,20.10,Category,Firearm,50.00,Color Scheme,Pearlescent,0.69,Defense,8,22.62,Energy Type,AntiMatter,13.39,Grip,Arch,7.06,Stock,Compact,4.30,253.24055127836425,Weapon Type,Rifle,10.21
5764,509,23a7ae506f7b9f7272288a039f4eb693,Attack,11,26.75,Barrel,Brute - SMG,3.74,Cartridge,Mono Chamber,20.10,Category,Firearm,50.00,Color Scheme,Rusty,5.91,Defense,11,11.74,Energy Type,Valorite,10.09,Grip,Carved,6.94,Stock,Shock Absorber,3.64,121.00743422571372,Weapon Type,SMG,15.81
8584,510,2c79bf88a099b4cabd21b1ed9bb34b70,Attack,9,14.61,Blade,Battle Axe,2.96,Category,Bladed,50.00,Color Scheme,Army Green,5.81,Defense,9,30.42,Energy Type,HyperLight,20.07,Handle,Encased,7.95,Pomel,Icosa,8.33,Weapon Type,Axe,13.57,100.0626017568203,,,
1058,511,0ede4a4aa6a24138c19f8b3bff1e83b3,Attack,11,26.75,Barrel,Mustang,1.30,Cartridge,Hexdrum,9.66,Category,Firearm,50.00,Color Scheme,Circuit Board,1.75,Defense,10,22.66,Energy Type,HyperLight,20.07,Grip,Flintlock,2.02,Weapon Type,Sidearm,16.94,214.959980614931,,,
1887,512,96d61e289e84cd98cd08fe270cae20b1,Attack,8,2.94,Blade,Straight Edge,3.31,Category,Bladed,50.00,Color Scheme,Wooden/Traditional,1.39,Defense,8,22.62,Energy Type,HyperLight,20.07,Handle,Ladder Grip,8.14,Pomel,Goldberg,9.00,Weapon Type,Sword,16.20,177.13992227638107,,,
3460,513,c6196d897859bd7acd22da8a9fc6a531,Attack,11,26.75,Barrel,Front Line,2.13,Cartridge,Hexdrum,9.66,Category,Firearm,50.00,Color Scheme,Luminescent,3.61,Defense,9,30.42,Energy Type,HyperLight,20.07,Grip,Sheared,6.10,Stock,Compact,4.30,144.98371174502546,Weapon Type,SMG,15.81
6461,514,2a846146b0931fb17585a830ca9edbc5,Attack,11,26.75,Barrel,Ironside - SMG,3.94,Cartridge,Hexdrum,9.66,Category,Firearm,50.00,Color Scheme,Ivory,6.16,Defense,9,30.42,Energy Type,AntiMatter,13.39,Grip,Serrated,4.85,Stock,Circut,5.08,115.08903915998982,Weapon Type,SMG,15.81
6583,515,7a1312ed553b69ad829f93754926653f,Attack,11,26.75,Blade,The Butcher,2.76,Category,Bladed,50.00,Color Scheme,Silver Panels,3.76,Defense,10,22.66,Energy Type,Helios - Charged,10.13,Handle,Encased,7.95,Pomel,Spiral,7.28,Weapon Type,Knife,20.23,114.10871129381205,,,
4064,516,3b01dba01c4f1810435e6a47ccec8b6d,Attack,10,28.78,Blade,Vulture,3.15,Category,Bladed,50.00,Color Scheme,Tech Lines,3.96,Defense,9,30.42,Energy Type,HyperLight - Focused,15.74,Handle,Helix,2.05,Pomel,Icosa,8.33,Weapon Type,Knife,20.23,137.84218675168873,,,
3562,517,b09d14263f88df9fd89359134985871f,Attack,12,16.48,Barrel,Brute - SMG,3.74,Cartridge,Mono Chamber,20.10,Category,Firearm,50.00,Color Scheme,Scratched White Paint,5.66,Defense,11,11.74,Energy Type,Valorite - Concentrated,5.15,Grip,Recurved,4.07,Stock,Marksman,3.64,143.7519240045933,Weapon Type,SMG,15.81
6234,518,79535a00e85dd5da5802f346f592975d,Attack,10,28.78,Blade,Maco,2.79,Category,Bladed,50.00,Color Scheme,Rubber,4.31,Defense,9,30.42,Energy Type,HyperLight,20.07,Handle,Ladder Grip,8.14,Pomel,Beacon,3.71,Weapon Type,Knife,20.23,116.97100114926862,,,
107,519,acb938a02b684dd102ff6e6d95ad5b22,Attack,14,2.42,Barrel,Tesla,0.37,Cartridge,Mono Chamber,20.10,Category,Firearm,50.00,Color Scheme,Dark Camo,5.21,Defense,11,11.74,Energy Type,AntiMatter,13.39,Grip,Sheared,6.10,Weapon Type,Blaster,7.04,384.34570220024233,,,
8230,520,719f1b48f5ea05d7f5bcc25935dd8243,Attack,10,28.78,Blade,Rose Thorn,3.05,Category,Bladed,50.00,Color Scheme,Rubber,4.31,Defense,9,30.42,Energy Type,HyperLight - Focused,15.74,Handle,Conical,7.86,Pomel,Spiral,7.28,Weapon Type,Knife,20.23,102.50599146857517,,,
1981,521,2392c94c78194ee7b86a27e02c2f825f,Attack,12,16.48,Barrel,Brute - SMG,3.74,Cartridge,Hexdrum,9.66,Category,Firearm,50.00,Color Scheme,Striped,5.23,Defense,12,4.18,Energy Type,Valorite,10.09,Grip,Flintlock,2.02,Stock,Fixed Hollow,5.03,173.8233794855597,Weapon Type,SMG,15.81
1941,522,59aeb8e6311cddbeeede2d0965f31937,Attack,12,16.48,Blade,Guillotine,1.58,Category,Bladed,50.00,Color Scheme,Army Green,5.81,Defense,11,11.74,Energy Type,AntiMatter,13.39,Handle,Bolstered,3.60,Pomel,Omni,2.85,Weapon Type,Axe,13.57,174.79164565715212,,,
5857,523,f3954f1b0a1cb3fe773feeb50c180a0a,Attack,10,28.78,Blade,Breaker,3.11,Category,Bladed,50.00,Color Scheme,Silver Panels,3.76,Defense,11,11.74,Energy Type,AntiMatter - Dark,5.73,Handle,Caged,7.89,Pomel,Goldberg,9.00,Weapon Type,Sword,16.20,120.152837071547,,,
